Survey Year,UNITID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Men's Team Average Annual Institutional Salary per Head Coach,Men's Team Number of Head Coaches Included in Average,Men's Team Average Annual Institutional Salary per FTE,Men's Team Number of FTEs Included in Average, Women's Team Average Annual Institutional Salary per Head Coach,Women's Team Number of Head Coaches Included in Average,Women's Team Average Annual Institutional Salary per FTE,Women's Team Number of FTEs Included in Average, Coed Team Average Annual Institutional Salary per Head Coach,Coed Team Number of Head Coaches Included in Average,Coed Team Average Annual Institutional Salary per FTE,Coed Team Number of FTEs Included in Average
2012,153302,Emmaus Bible College,IA,Other,ACCA and MCCC,9,other,99,131,230,2750,2,30556,0.18,2750,2,30556,0.18,,,,
2012,153320,Faith Baptist Bible College and Theological Seminary,IA,NCCAA Division II,,4,NCCAA,88,106,194,2865,3,17906,0.48,3023,4,25192,0.48,,,,
2012,153366,Graceland University-Lamoni,IA,NAIA Division II,,2,NAIA,514,652,1166,17203,10,44683,3.85,14492,9,45764,2.85,,,,
2012,153375,Grand View University,IA,NAIA Division II,,2,NAIA,746,897,1643,37188,10,53126,7.00,28239,8,43031,5.25,,,,
2012,153384,Grinnell College,IA,NCAA Division III with football,,1,NCAA,743,910,1653,26241,10,88652,2.96,23761,10,80274,2.96,,,,
2012,153603,Iowa State University,IA,NCAA Division I-FBS,,1,NCAA,16457,12334,28791,791211,5,879123,4.50,186663,9,197643,8.50,,,,
2012,153621,Iowa Wesleyan University,IA,NCAA Division III with football,,1,NCAA,237,242,479,23720,6,34712,4.10,14040,6,31433,2.68,,,,
2012,153825,Loras College,IA,NCAA Division III with football,,1,NCAA,731,669,1400,39142,9,68404,5.15,28211,9,51816,4.90,,,,
2012,153834,Luther College,IA,NCAA Division III with football,,1,NCAA,943,1164,2107,28955,10,62002,4.67,24203,9,59353,3.67,,,,
2012,154004,Morningside College,IA,NAIA Division II,,2,NAIA,596,697,1293,37679,9,52171,6.50,33658,8,48957,5.50,,,,
2012,154013,Mount Mercy University,IA,NAIA Division I,,2,NAIA,346,700,1046,14596,8,39582,2.95,10551,9,38759,2.45,,,,
2012,154101,Northwestern College,IA,NAIA Division II,,2,NAIA,455,586,1041,26170,7,49645,3.69,18778,7,42539,3.09,,,,
2012,154235,Saint Ambrose University,IA,NAIA Division II,,2,NAIA,950,1237,2187,22388,10,43472,5.15,21646,9,35421,5.50,,,,
2012,154350,Simpson College,IA,NCAA Division III with football,,1,NCAA,605,774,1379,24246,10,50724,4.78,19946,9,49453,3.63,,,,
2012,153278,University of Dubuque,IA,NCAA Division III with football,,1,NCAA,1035,644,1679,46600,9,49341,8.50,30000,8,32000,7.50,,,,
2012,153658,University of Iowa,IA,NCAA Division I-FBS,,1,NCAA,9801,10889,20690,662725,10,779676,8.50,174041,12,198904,10.50,,,,
2012,154095,University of Northern Iowa,IA,NCAA Division I-FCS,,1,NCAA,3856,5263,9119,199713,5,264171,3.78,66824,8,79909,6.69,,,,
2012,154493,Upper Iowa University,IA,NCAA Division II with football,,1,NCAA,878,1346,2224,62102,6,67748,5.50,47730,6,52069,5.50,,,,
2012,154518,Waldorf University,IA,NAIA Division II,,2,NAIA,867,546,1413,33012,8,37728,7.00,33665,7,39276,6.00,,,,
2012,154527,Wartburg College,IA,NCAA Division III with football,,1,NCAA,686,747,1433,32600,9,64201,4.57,26002,8,52529,3.96,,,,
2012,154590,William Penn University,IA,NAIA Division I,,2,NAIA,613,498,1111,34753,10,51486,6.75,26707,9,43702,5.50,,,,
2013,152992,Briar Cliff University,IA,NAIA Division II,,2,NAIA,412,376,788,30601,7,48683,4.40,28038,6,46730,3.60,,,,
2013,153001,Buena Vista University,IA,NCAA Division III with football,,1,NCAA,544,979,1523,34268,8,49844,5.50,27130,7,42202,4.50,,,,
2013,153108,Central College,IA,NCAA Division III with football,,1,NCAA,573,603,1176,30259,10,63171,4.79,23454,9,50620,4.17,,,,
2013,153126,Clarke University,IA,NAIA Division I,,2,NAIA,251,481,732,29644,7,39525,5.25,30613,7,40817,5.25,,,,
2013,153144,Coe College,IA,NCAA Division III with football,,1,NCAA,552,753,1305,29828,11,53788,6.10,17145,10,43962,3.90,,,,
2013,153162,Cornell College,IA,NCAA Division III with football,,1,NCAA,489,484,973,31794,9,40878,7.00,28343,8,37791,6.00,,,,
2013,153250,Dordt College,IA,NAIA Division II,,2,NAIA,721,646,1367,24086,7,64847,2.60,25230,7,65411,2.70,,,,
2013,153269,Drake University,IA,NCAA Division I-FCS,,1,NCAA,1313,1778,3091,109988,6,119987,5.50,61428,8,65523,7.50,,,,
2013,153302,Emmaus Bible College,IA,Other,ACCA and MCCC,9,other,99,131,230,4500,2,24324,0.37,2750,2,25000,0.22,,,,
2013,153320,Faith Baptist Bible College and Theological Seminary,IA,NCCAA Division II,,4,NCCAA,88,106,194,2145,4,17875,0.48,2416,5,25167,0.48,,,,
2013,153366,Graceland University-Lamoni,IA,NAIA Division II,,2,NAIA,514,652,1166,19822,12,50077,4.75,17977,10,55314,3.25,,,,
2013,153375,Grand View University,IA,NAIA Division II,,2,NAIA,746,897,1643,39900,10,56596,7.05,29305,8,44234,5.30,,,,
2013,153384,Grinnell College,IA,NCAA Division III with football,,1,NCAA,743,910,1653,26939,10,91010,2.96,24284,10,69983,3.47,,,,
2013,153603,Iowa State University,IA,NCAA Division I-FBS,,1,NCAA,16457,12334,28791,836864,5,929849,4.50,200462,9,212254,8.50,,,,
2013,153621,Iowa Wesleyan University,IA,NCAA Division III with football,,1,NCAA,237,242,479,23656,6,34619,4.10,14676,6,32857,2.68,,,,
2013,153825,Loras College,IA,NCAA Division III with football,,1,NCAA,731,669,1400,29189,10,55598,5.25,21615,10,38257,5.65,,,,
2013,153834,Luther College,IA,NCAA Division III with football,,1,NCAA,943,1164,2107,29888,10,64000,4.67,20791,9,50986,3.67,,,,
2013,154004,Morningside College,IA,NAIA Division II,,2,NAIA,596,697,1293,37029,10,52899,7.00,32257,9,48386,6.00,,,,
2013,154013,Mount Mercy University,IA,NAIA Division I,,2,NAIA,346,700,1046,16019,8,43441,2.95,15552,9,37829,3.70,,,,
2013,154101,Northwestern College,IA,NAIA Division II,,2,NAIA,455,586,1041,26850,7,47105,3.99,17482,7,40387,3.03,,,,
2013,154235,Saint Ambrose University,IA,NAIA Division II,,2,NAIA,950,1237,2187,19500,11,41650,5.15,17353,9,34706,4.50,,,,
2013,154350,Simpson College,IA,NCAA Division III with football,,1,NCAA,605,774,1379,23434,10,50288,4.66,19820,9,52775,3.38,,,,
2013,153278,University of Dubuque,IA,NCAA Division III with football,,1,NCAA,1035,644,1679,50323,9,56613,8.00,43787,8,50042,7.00,,,,
2013,153658,University of Iowa,IA,NCAA Division I-FBS,,1,NCAA,9801,10889,20690,709036,10,834160,8.50,212087,12,242385,10.50,,,,
2013,154095,University of Northern Iowa,IA,NCAA Division I-FCS,,1,NCAA,3856,5263,9119,209394,5,276976,3.78,64673,9,73492,7.92,,,,
2013,154493,Upper Iowa University,IA,NCAA Division II with football,,1,NCAA,878,1346,2224,59751,6,65183,5.50,44202,7,51569,6.00,,,,
2013,154518,Waldorf University,IA,NAIA Division II,,2,NAIA,867,546,1413,27923,8,31912,7.00,31751,7,37043,6.00,,,,
2013,154527,Wartburg College,IA,NCAA Division III with football,,1,NCAA,686,747,1433,26257,10,51484,5.10,23620,9,53682,3.96,,,,
2013,154590,William Penn University,IA,NAIA Division I,,2,NAIA,613,498,1111,39211,10,58090,6.75,22185,9,36303,5.50,,,,
2014,152992,Briar Cliff University,IA,NAIA Division II,,2,NAIA,412,376,788,30445,7,48435,4.40,28843,6,48072,3.60,,,,
2014,153001,Buena Vista University,IA,NCAA Division III with football,,1,NCAA,544,979,1523,31115,8,45258,5.50,22828,7,35510,4.50,,,,
2014,153108,Central College,IA,NCAA Division III with football,,1,NCAA,573,603,1176,30062,10,64235,4.68,24185,9,52449,4.15,,,,
2014,153126,Clarke University,IA,NAIA Division I,,2,NAIA,251,481,732,29216,7,38955,5.25,29768,7,39691,5.25,,,,
2014,153144,Coe College,IA,NCAA Division III with football,,1,NCAA,552,753,1305,31538,11,55066,6.30,22222,10,41152,5.40,,,,
2014,153162,Cornell College,IA,NCAA Division III with football,,1,NCAA,489,484,973,41018,8,46878,7.00,37535,7,43791,6.00,,,,
2014,153250,Dordt College,IA,NAIA Division II,,2,NAIA,721,646,1367,23363,7,46726,3.50,26658,7,46652,4.00,,,,
2014,153269,Drake University,IA,NCAA Division I-FCS,,1,NCAA,1313,1778,3091,111430,6,121560,5.50,62719,8,66900,7.50,,,,
2014,153302,Emmaus Bible College,IA,Other,ACCA and MCCC,9,other,99,131,230,3750,2,25000,0.30,3750,2,25000,0.30,,,,
2014,153320,Faith Baptist Bible College and Theological Seminary,IA,NCCAA Division II,,4,NCCAA,88,106,194,2902,3,15829,0.55,3203,4,23295,0.55,,,,
2014,153366,Graceland University-Lamoni,IA,NAIA Division II,,2,NAIA,514,652,1166,18146,12,42696,5.10,16545,10,49388,3.35,,,,
2014,153375,Grand View University,IA,NAIA Division II,,2,NAIA,746,897,1643,39475,10,55993,7.05,33081,8,49934,5.30,,,,
2014,153384,Grinnell College,IA,NCAA Division III with football,,1,NCAA,743,910,1653,28989,10,97936,2.96,24839,10,71582,3.47,,,,
2014,153603,Iowa State University,IA,NCAA Division I-FBS,,1,NCAA,16457,12334,28791,942608,5,1047342,4.50,216322,9,229047,8.50,,,,
2014,153621,Iowa Wesleyan University,IA,NCAA Division III with football,,1,NCAA,237,242,479,28000,5,34146,4.10,19657,5,32762,3.00,,,,
2014,153825,Loras College,IA,NCAA Division III with football,,1,NCAA,731,669,1400,27098,12,55302,5.88,19156,11,38104,5.53,,,,
2014,153834,Luther College,IA,NCAA Division III with football,,1,NCAA,943,1164,2107,29159,10,58318,5.00,20965,9,48756,3.87,,,,
2014,154004,Morningside College,IA,NAIA Division II,,2,NAIA,596,697,1293,39009,11,53637,8.00,34165,9,51248,6.00,,,,
2014,154013,Mount Mercy University,IA,NAIA Division I,,2,NAIA,346,700,1046,15851,8,42986,2.95,14883,9,36202,3.70,,,,
2014,154101,Northwestern College,IA,NAIA Division II,,2,NAIA,455,586,1041,28599,7,48947,4.09,18795,7,43565,3.02,,,,
2014,154235,Saint Ambrose University,IA,NAIA Division II,,2,NAIA,950,1237,2187,20624,11,44051,5.15,17450,9,34900,4.50,,,,
2014,154350,Simpson College,IA,NCAA Division III with football,,1,NCAA,605,774,1379,23902,11,51553,5.10,20216,10,53200,3.80,,,,
2014,153278,University of Dubuque,IA,NCAA Division III with football,,1,NCAA,1035,644,1679,38709,11,46032,9.25,28048,10,37397,7.50,,,,
2014,153658,University of Iowa,IA,NCAA Division I-FBS,,1,NCAA,9801,10889,20690,750180,10,882565,8.50,214783,12,245466,10.50,,,,
2014,154095,University of Northern Iowa,IA,NCAA Division I-FCS,,1,NCAA,3856,5263,9119,265123,5,350692,3.78,64303,9,73072,7.92,,,,
2014,154493,Upper Iowa University,IA,NCAA Division II with football,,1,NCAA,878,1346,2224,57942,6,65226,5.33,43825,7,48464,6.33,,,,
2014,154518,Waldorf University,IA,NAIA Division II,,2,NAIA,867,546,1413,29199,8,33370,7.00,26910,8,30754,7.00,,,,
2014,154527,Wartburg College,IA,NCAA Division III with football,,1,NCAA,686,747,1433,27700,10,63242,4.38,26186,10,52582,4.98,,,,
2014,154590,William Penn University,IA,NAIA Division I,,2,NAIA,613,498,1111,38855,10,55507,7.00,23933,9,37460,5.75,,,,
2015,152992,Briar Cliff University,IA,NAIA Division II,,2,NAIA,412,376,788,28349,9,49066,5.00,24624,7,47880,4.00,,,,
2015,153001,Buena Vista University,IA,NCAA Division III with football,,1,NCAA,544,979,1523,30898,8,44943,6.00,23599,7,36710,5.00,,,,
2015,153108,Central College,IA,NCAA Division III with football,,1,NCAA,573,603,1176,31517,10,75580,4.00,24988,9,63709,4.00,,,,
2015,153126,Clarke University,IA,NAIA Division I,,2,NAIA,251,481,732,26937,9,38789,6.00,27635,9,39794,6.00,,,,
2015,153144,Coe College,IA,NCAA Division III with football,,1,NCAA,552,753,1305,32686,11,57527,6.00,24139,10,42724,6.00,,,,
2015,153162,Cornell College,IA,NCAA Division III with football,,1,NCAA,489,484,973,46328,8,52946,7.00,34241,7,39948,6.00,,,,
2015,153250,Dordt College,IA,NAIA Division II,,2,NAIA,721,646,1367,28632,8,65445,4.00,16507,7,57775,2.00,,,,
2015,153269,Drake University,IA,NCAA Division I-FCS,,1,NCAA,1313,1778,3091,112433,6,122654,6.00,63874,8,68132,8.00,,,,
2015,153302,Emmaus Bible College,IA,Other,ACCA and MCCC,9,other,99,131,230,3750,2,28846,0.00,4500,2,34615,0.00,,,,
2015,153320,Faith Baptist Bible College and Theological Seminary,IA,NCCAA Division II,,4,NCCAA,88,106,194,2883,4,20967,1.00,3003,5,27300,1.00,,,,
2015,153366,Graceland University-Lamoni,IA,NAIA Division II,,2,NAIA,514,652,1166,21381,12,43858,6.00,18090,10,46987,4.00,,,,
2015,153375,Grand View University,IA,NAIA Division II,,2,NAIA,746,897,1643,41287,10,57744,7.00,34208,8,50679,5.00,,,,
2015,153384,Grinnell College,IA,NCAA Division III with football,,1,NCAA,743,910,1653,31200,10,105405,3.00,27410,10,78991,3.00,,,,
2015,153603,Iowa State University,IA,NCAA Division I-FBS,,1,NCAA,16457,12334,28791,760670,5,845189,5.00,209456,9,221777,9.00,,,,
2015,153621,Iowa Wesleyan University,IA,NCAA Division III with football,,1,NCAA,237,242,479,28800,5,35910,4.00,19824,5,38270,3.00,,,,
2015,153825,Loras College,IA,NCAA Division III with football,,1,NCAA,731,669,1400,26826,12,47340,7.00,18961,11,35653,6.00,,,,
2015,153834,Luther College,IA,NCAA Division III with football,,1,NCAA,943,1164,2107,30940,10,60078,5.00,23386,9,54386,4.00,,,,
2015,154004,Morningside College,IA,NAIA Division II,,2,NAIA,596,697,1293,39715,11,54608,8.00,34044,9,51066,6.00,,,,
2015,154013,Mount Mercy University,IA,NAIA Division I,,2,NAIA,346,700,1046,17316,8,46959,3.00,15043,9,36591,4.00,,,,
2015,154101,Northwestern College,IA,NAIA Division II,,2,NAIA,455,586,1041,31751,7,50628,4.00,21334,7,43923,3.00,,,,
2015,154235,Saint Ambrose University,IA,NAIA Division II,,2,NAIA,950,1237,2187,21274,11,40347,6.00,17106,9,34212,5.00,,,,
2015,154350,Simpson College,IA,NCAA Division III with football,,1,NCAA,605,774,1379,32627,10,68257,5.00,29321,9,75613,3.00,,,,
2015,153278,University of Dubuque,IA,NCAA Division III with football,,1,NCAA,1035,644,1679,50513,11,60070,9.00,36910,10,49213,8.00,,,,
2015,153658,University of Iowa,IA,NCAA Division I-FBS,,1,NCAA,9801,10889,20690,859940,10,1011694,9.00,208304,12,238062,11.00,,,,
2015,154095,University of Northern Iowa,IA,NCAA Division I-FCS,,1,NCAA,3856,5263,9119,266754,5,352849,4.00,63615,9,72290,8.00,,,,
2015,154493,Upper Iowa University,IA,NCAA Division II with football,,1,NCAA,878,1346,2224,51210,6,55865,6.00,39620,9,50940,7.00,,,,
2015,154518,Waldorf University,IA,NAIA Division II,,2,NAIA,867,546,1413,31369,8,35850,7.00,27589,7,32187,6.00,,,,
2015,154527,Wartburg College,IA,NCAA Division III with football,,1,NCAA,686,747,1433,28289,10,63858,4.00,27444,10,54130,5.00,,,,
2015,154590,William Penn University,IA,NAIA Division I,,2,NAIA,613,498,1111,39606,10,56580,7.00,25601,9,40071,6.00,,,,
2016,152992,Briar Cliff University,IA,NAIA Division II,,2,NAIA,412,376,788,29953,9,51842,5.20,25334,7,49261,3.60,15244,1,38110,0.40
2016,153001,Buena Vista University,IA,NCAA Division III with football,,1,NCAA,544,979,1523,33206,8,48300,5.50,28498,7,44330,4.50,,,,
2016,153108,Central College,IA,NCAA Division III with football,,1,NCAA,573,603,1176,30471,10,73424,4.15,25785,9,65741,3.53,,,,
2016,153126,Clarke University,IA,NAIA Division I,,2,NAIA,251,481,732,24186,9,34828,6.25,27962,9,40265,6.25,,,,
2016,153144,Coe College,IA,NCAA Division III with football,,1,NCAA,552,753,1305,32498,11,53355,6.70,25130,10,40532,6.20,,,,
2016,153162,Cornell College,IA,NCAA Division III with football,,1,NCAA,489,484,973,36239,10,51770,7.00,31526,9,47289,6.00,,,,
2016,153250,Dordt College,IA,NAIA Division II,,2,NAIA,721,646,1367,27076,8,61888,3.50,17693,8,56618,2.50,,,,
2016,153269,Drake University,IA,NCAA Division I-FCS,,1,NCAA,1313,1778,3091,120675,6,131645,5.50,64565,8,68869,7.50,,,,
2016,153302,Emmaus Bible College,IA,Other,ACCA and MCCC,9,other,99,131,230,5725,2,42407,0.27,5500,2,37931,0.29,,,,
2016,153320,Faith Baptist Bible College and Theological Seminary,IA,NCCAA Division II,,4,NCCAA,88,106,194,2776,4,18820,0.59,2913,5,17981,0.81,,,,
2016,153366,Graceland University-Lamoni,IA,NAIA Division II,,2,NAIA,514,652,1166,22647,10,44406,5.10,19409,8,50088,3.10,,,,
2016,153375,Grand View University,IA,NAIA Division II,,2,NAIA,746,897,1643,42407,10,58492,7.25,34127,8,49639,5.50,20000,1,40000,0.50
2016,153384,Grinnell College,IA,NCAA Division III with football,,1,NCAA,743,910,1653,37365,10,103792,3.60,34380,10,95500,3.60,,,,
2016,153603,Iowa State University,IA,NCAA Division I-FBS,,1,NCAA,16457,12334,28791,1035190,5,1150211,4.50,248010,9,262599,8.50,,,,
2016,153621,Iowa Wesleyan University,IA,NCAA Division III with football,,1,NCAA,237,242,479,29454,5,35317,4.17,20306,5,40290,2.52,,,,
2016,153825,Loras College,IA,NCAA Division III with football,,1,NCAA,731,669,1400,27355,12,45277,7.25,18559,11,32149,6.35,,,,
2016,153834,Luther College,IA,NCAA Division III with football,,1,NCAA,943,1164,2107,30277,10,55656,5.44,22604,9,41859,4.86,,,,
2016,154004,Morningside College,IA,NAIA Division II,,2,NAIA,596,697,1293,41238,11,56702,8.00,34834,10,49763,7.00,,,,
2016,154013,Mount Mercy University,IA,NAIA Division I,,2,NAIA,346,700,1046,22626,9,45252,4.50,22862,9,41152,5.00,32812,1,32812,1.00
2016,154101,Northwestern College,IA,NAIA Division II,,2,NAIA,455,586,1041,30513,7,49101,4.35,21334,7,43923,3.40,,,,
2016,154235,Saint Ambrose University,IA,NAIA Division II,,2,NAIA,950,1237,2187,21114,11,45991,5.05,17602,9,35204,4.50,,,,
2016,154350,Simpson College,IA,NCAA Division III with football,,1,NCAA,605,774,1379,30342,11,33376,10.00,29468,10,32742,9.00,,,,
2016,153278,University of Dubuque,IA,NCAA Division III with football,,1,NCAA,1035,644,1679,54685,11,80205,7.50,43415,10,66792,6.50,,,,
2016,153658,University of Iowa,IA,NCAA Division I-FBS,,1,NCAA,9801,10889,20690,906861,9,1020219,8.00,195402,11,214942,10.00,,,,
2016,154095,University of Northern Iowa,IA,NCAA Division I-FCS,,1,NCAA,3856,5263,9119,278434,5,368299,3.78,64406,9,73189,7.92,,,,
2016,154493,Upper Iowa University,IA,NCAA Division II with football,,1,NCAA,878,1346,2224,55963,6,61051,5.50,33999,9,38249,8.00,,,,
2016,154518,Waldorf University,IA,NAIA Division II,,2,NAIA,867,546,1413,30764,8,41019,6.00,23668,9,32771,6.50,,,,
2016,154527,Wartburg College,IA,NCAA Division III with football,,1,NCAA,686,747,1433,28682,10,64599,4.44,25935,10,50556,5.13,,,,
2016,154590,William Penn University,IA,NAIA Division I,,2,NAIA,613,498,1111,38156,10,58702,6.50,25369,9,41513,5.50,,,,
